date,ward,precinct,race,type,candidate,votes
2016-11-08,02,07,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,02,07,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,07,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,07,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,1
2016-11-08,02,07,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,07,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,07,PRESIDENT,Total,CLINTON/KAINE,681
2016-11-08,02,07,PRESIDENT,Total,TRUMP/PENCE,10
2016-11-08,02,07,PRESIDENT,Total,JOHNSON/WELD,5
2016-11-08,02,08,PRESIDENT,Polling,CLINTON/KAINE,678
2016-11-08,02,08,PRESIDENT,Polling,TRUMP/PENCE,14
2016-11-08,02,08,PRESIDENT,Polling,JOHNSON/WELD,1
2016-11-08,02,08,PRESIDENT,ABSENTEE,CLINTON/KAINE,60
2016-11-08,02,08,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,02,08,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,02,08,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,02,08,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,02,08,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,02,08,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,1
2016-11-08,02,08,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,02,08,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,02,08,PRESIDENT,Total,CLINTON/KAINE,739
2016-11-08,02,08,PRESIDENT,Total,TRUMP/PENCE,16
2016-11-08,02,08,PRESIDENT,Total,JOHNSON/WELD,1
2016-11-08,03,01,PRESIDENT,Polling,CLINTON/KAINE,209
2016-11-08,03,01,PRESIDENT,Polling,TRUMP/PENCE,4
2016-11-08,03,01,PRESIDENT,Polling,JOHNSON/WELD,2
2016-11-08,03,01,PRESIDENT,ABSENTEE,CLINTON/KAINE,9
2016-11-08,03,01,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,03,01,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,01,PRESIDENT,PROVISIONAL,CLINTON/KAINE,1
2016-11-08,03,01,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,01,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,01,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,03,01,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,01,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,01,PRESIDENT,Total,CLINTON/KAINE,219
2016-11-08,03,01,PRESIDENT,Total,TRUMP/PENCE,4
2016-11-08,03,01,PRESIDENT,Total,JOHNSON/WELD,2
2016-11-08,03,02,PRESIDENT,Polling,CLINTON/KAINE,468
2016-11-08,03,02,PRESIDENT,Polling,TRUMP/PENCE,6
2016-11-08,03,02,PRESIDENT,Polling,JOHNSON/WELD,1
2016-11-08,03,02,PRESIDENT,ABSENTEE,CLINTON/KAINE,58
2016-11-08,03,02,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,03,02,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,02,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,02,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,02,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,02,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,03,02,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,02,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,02,PRESIDENT,Total,CLINTON/KAINE,526
2016-11-08,03,02,PRESIDENT,Total,TRUMP/PENCE,6
2016-11-08,03,02,PRESIDENT,Total,JOHNSON/WELD,1
2016-11-08,03,03,PRESIDENT,Polling,CLINTON/KAINE,289
2016-11-08,03,03,PRESIDENT,Polling,TRUMP/PENCE,4
2016-11-08,03,03,PRESIDENT,Polling,JOHNSON/WELD,0
2016-11-08,03,03,PRESIDENT,ABSENTEE,CLINTON/KAINE,59
2016-11-08,03,03,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,03,03,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,03,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,03,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,03,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,03,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,2
2016-11-08,03,03,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,03,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,03,PRESIDENT,Total,CLINTON/KAINE,350
2016-11-08,03,03,PRESIDENT,Total,TRUMP/PENCE,4
2016-11-08,03,03,PRESIDENT,Total,JOHNSON/WELD,0
2016-11-08,03,04,PRESIDENT,Polling,CLINTON/KAINE,441
2016-11-08,03,04,PRESIDENT,Polling,TRUMP/PENCE,28
2016-11-08,03,04,PRESIDENT,Polling,JOHNSON/WELD,3
