ward,precinct,race,type,candidate,votes
01,04,US SENATOR REP,Total,AUSTIN PETERSEN,0
01,04,US SENATOR REP,Total,JOSH HAWLEY,1
01,05,US SENATOR REP,Polling,TONY MONETTI,0
01,05,US SENATOR REP,Polling,AUSTIN PETERSEN,0
01,05,US SENATOR REP,Polling,JOSH HAWLEY,1
01,05,US SENATOR REP,ABSENTEE,TONY MONETTI,0
01,05,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
01,05,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
01,05,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
01,05,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
01,05,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
01,05,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
01,05,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
01,05,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
01,05,US SENATOR REP,Total,TONY MONETTI,0
01,05,US SENATOR REP,Total,AUSTIN PETERSEN,0
01,05,US SENATOR REP,Total,JOSH HAWLEY,1
01,06,US SENATOR REP,Polling,TONY MONETTI,0
01,06,US SENATOR REP,Polling,AUSTIN PETERSEN,0
01,06,US SENATOR REP,Polling,JOSH HAWLEY,2
01,06,US SENATOR REP,ABSENTEE,TONY MONETTI,0
01,06,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
01,06,US SENATOR REP,ABSENTEE,JOSH HAWLEY,2
01,06,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
01,06,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
01,06,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
01,06,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
01,06,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
01,06,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
01,06,US SENATOR REP,Total,TONY MONETTI,0
01,06,US SENATOR REP,Total,AUSTIN PETERSEN,0
01,06,US SENATOR REP,Total,JOSH HAWLEY,4
01,07,US SENATOR REP,Polling,TONY MONETTI,0
01,07,US SENATOR REP,Polling,AUSTIN PETERSEN,0
01,07,US SENATOR REP,Polling,JOSH HAWLEY,1
01,07,US SENATOR REP,ABSENTEE,TONY MONETTI,0
01,07,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
01,07,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
01,07,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
01,07,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
01,07,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
01,07,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
01,07,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
01,07,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
01,07,US SENATOR REP,Total,TONY MONETTI,0
01,07,US SENATOR REP,Total,AUSTIN PETERSEN,0
01,07,US SENATOR REP,Total,JOSH HAWLEY,1
02,01,US SENATOR REP,Polling,TONY MONETTI,0
02,01,US SENATOR REP,Polling,AUSTIN PETERSEN,0
02,01,US SENATOR REP,Polling,JOSH HAWLEY,2
02,01,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,01,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,01,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
02,01,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,01,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,01,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,01,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,01,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,01,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,01,US SENATOR REP,Total,TONY MONETTI,0
02,01,US SENATOR REP,Total,AUSTIN PETERSEN,0
02,01,US SENATOR REP,Total,JOSH HAWLEY,2
02,02,US SENATOR REP,Polling,TONY MONETTI,0
02,02,US SENATOR REP,Polling,AUSTIN PETERSEN,0
02,02,US SENATOR REP,Polling,JOSH HAWLEY,0
02,02,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,02,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,02,US SENATOR REP,ABSENTEE,JOSH HAWLEY,1
02,02,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,02,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,02,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,02,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,02,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,02,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,02,US SENATOR REP,Total,TONY MONETTI,0
02,02,US SENATOR REP,Total,AUSTIN PETERSEN,0
02,02,US SENATOR REP,Total,JOSH HAWLEY,1
02,03,US SENATOR REP,Polling,TONY MONETTI,0
02,03,US SENATOR REP,Polling,AUSTIN PETERSEN,1
02,03,US SENATOR REP,Polling,JOSH HAWLEY,2
02,03,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,03,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,03,US SENATOR REP,ABSENTEE,JOSH HAWLEY,1
02,03,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,03,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,03,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,03,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,03,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,03,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,03,US SENATOR REP,Total,TONY MONETTI,0
02,03,US SENATOR REP,Total,AUSTIN PETERSEN,1
02,03,US SENATOR REP,Total,JOSH HAWLEY,3
02,04,US SENATOR REP,Polling,TONY MONETTI,0
02,04,US SENATOR REP,Polling,AUSTIN PETERSEN,0
02,04,US SENATOR REP,Polling,JOSH HAWLEY,2
02,04,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,04,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,04,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
02,04,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,04,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,04,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,04,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,04,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,04,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,04,US SENATOR REP,Total,TONY MONETTI,0
02,04,US SENATOR REP,Total,AUSTIN PETERSEN,0
02,04,US SENATOR REP,Total,JOSH HAWLEY,2
02,05,US SENATOR REP,Polling,TONY MONETTI,0
02,05,US SENATOR REP,Polling,AUSTIN PETERSEN,2
02,05,US SENATOR REP,Polling,JOSH HAWLEY,0
02,05,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,05,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,05,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
02,05,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,05,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,05,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,05,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,05,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,05,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,05,US SENATOR REP,Total,TONY MONETTI,0
02,05,US SENATOR REP,Total,AUSTIN PETERSEN,2
02,05,US SENATOR REP,Total,JOSH HAWLEY,0
02,06,US SENATOR REP,Polling,TONY MONETTI,0
02,06,US SENATOR REP,Polling,AUSTIN PETERSEN,0
02,06,US SENATOR REP,Polling,JOSH HAWLEY,0
02,06,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,06,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,06,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
02,06,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,06,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,06,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,06,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,06,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,06,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,06,US SENATOR REP,Total,TONY MONETTI,0
02,06,US SENATOR REP,Total,AUSTIN PETERSEN,0
02,06,US SENATOR REP,Total,JOSH HAWLEY,0
02,07,US SENATOR REP,Polling,TONY MONETTI,0
02,07,US SENATOR REP,Polling,AUSTIN PETERSEN,0
02,07,US SENATOR REP,Polling,JOSH HAWLEY,3
02,07,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,07,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,07,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
02,07,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,07,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,07,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,07,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,07,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,07,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,07,US SENATOR REP,Total,TONY MONETTI,0
02,07,US SENATOR REP,Total,AUSTIN PETERSEN,0
02,07,US SENATOR REP,Total,JOSH HAWLEY,3
02,08,US SENATOR REP,Polling,TONY MONETTI,0
02,08,US SENATOR REP,Polling,AUSTIN PETERSEN,0
02,08,US SENATOR REP,Polling,JOSH HAWLEY,2
02,08,US SENATOR REP,ABSENTEE,TONY MONETTI,0
02,08,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
02,08,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
02,08,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
02,08,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
02,08,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
02,08,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
02,08,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
02,08,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
02,08,US SENATOR REP,Total,TONY MONETTI,0
02,08,US SENATOR REP,Total,AUSTIN PETERSEN,0
02,08,US SENATOR REP,Total,JOSH HAWLEY,2
03,01,US SENATOR REP,Polling,TONY MONETTI,0
03,01,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,01,US SENATOR REP,Polling,JOSH HAWLEY,0
03,01,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,01,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,01,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,01,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,01,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,01,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,01,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,01,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,01,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,01,US SENATOR REP,Total,TONY MONETTI,0
03,01,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,01,US SENATOR REP,Total,JOSH HAWLEY,0
03,02,US SENATOR REP,Polling,TONY MONETTI,0
03,02,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,02,US SENATOR REP,Polling,JOSH HAWLEY,1
03,02,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,02,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,02,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,02,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,02,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,02,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,02,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,02,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,02,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,02,US SENATOR REP,Total,TONY MONETTI,0
03,02,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,02,US SENATOR REP,Total,JOSH HAWLEY,1
03,03,US SENATOR REP,Polling,TONY MONETTI,0
03,03,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,03,US SENATOR REP,Polling,JOSH HAWLEY,0
03,03,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,03,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,03,US SENATOR REP,ABSENTEE,JOSH HAWLEY,1
03,03,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,03,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,03,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,03,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,03,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,03,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,03,US SENATOR REP,Total,TONY MONETTI,0
03,03,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,03,US SENATOR REP,Total,JOSH HAWLEY,1
03,04,US SENATOR REP,Polling,TONY MONETTI,0
03,04,US SENATOR REP,Polling,AUSTIN PETERSEN,2
03,04,US SENATOR REP,Polling,JOSH HAWLEY,0
03,04,US SENATOR REP,ABSENTEE,TONY MONETTI,1
03,04,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,04,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,04,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,04,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,04,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,04,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,04,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,04,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,04,US SENATOR REP,Total,TONY MONETTI,1
03,04,US SENATOR REP,Total,AUSTIN PETERSEN,2
03,04,US SENATOR REP,Total,JOSH HAWLEY,0
03,05,US SENATOR REP,Polling,TONY MONETTI,0
03,05,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,05,US SENATOR REP,Polling,JOSH HAWLEY,1
03,05,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,05,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,05,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,05,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,05,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,05,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,05,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,05,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,05,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,05,US SENATOR REP,Total,TONY MONETTI,0
03,05,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,05,US SENATOR REP,Total,JOSH HAWLEY,1
03,06,US SENATOR REP,Polling,TONY MONETTI,1
03,06,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,06,US SENATOR REP,Polling,JOSH HAWLEY,0
03,06,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,06,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,06,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,06,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,06,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,06,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,06,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,06,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,06,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,06,US SENATOR REP,Total,TONY MONETTI,1
03,06,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,06,US SENATOR REP,Total,JOSH HAWLEY,0
03,07,US SENATOR REP,Polling,TONY MONETTI,0
03,07,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,07,US SENATOR REP,Polling,JOSH HAWLEY,3
03,07,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,07,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,07,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,07,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,07,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,07,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,07,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,07,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,07,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,07,US SENATOR REP,Total,TONY MONETTI,0
03,07,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,07,US SENATOR REP,Total,JOSH HAWLEY,3
03,08,US SENATOR REP,Polling,TONY MONETTI,0
03,08,US SENATOR REP,Polling,AUSTIN PETERSEN,0
03,08,US SENATOR REP,Polling,JOSH HAWLEY,1
03,08,US SENATOR REP,ABSENTEE,TONY MONETTI,1
03,08,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,08,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
03,08,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,08,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,08,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,08,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,08,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,08,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,08,US SENATOR REP,Total,TONY MONETTI,1
03,08,US SENATOR REP,Total,AUSTIN PETERSEN,0
03,08,US SENATOR REP,Total,JOSH HAWLEY,1
03,09,US SENATOR REP,Polling,TONY MONETTI,2
03,09,US SENATOR REP,Polling,AUSTIN PETERSEN,2
03,09,US SENATOR REP,Polling,JOSH HAWLEY,5
03,09,US SENATOR REP,ABSENTEE,TONY MONETTI,0
03,09,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
03,09,US SENATOR REP,ABSENTEE,JOSH HAWLEY,2
03,09,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
03,09,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
03,09,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
03,09,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
03,09,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
03,09,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
03,09,US SENATOR REP,Total,TONY MONETTI,2
03,09,US SENATOR REP,Total,AUSTIN PETERSEN,2
03,09,US SENATOR REP,Total,JOSH HAWLEY,7
04,01,US SENATOR REP,Polling,TONY MONETTI,0
04,01,US SENATOR REP,Polling,AUSTIN PETERSEN,0
04,01,US SENATOR REP,Polling,JOSH HAWLEY,0
04,01,US SENATOR REP,ABSENTEE,TONY MONETTI,0
04,01,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,1
04,01,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
04,01,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
04,01,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
04,01,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
04,01,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
04,01,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
04,01,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
04,01,US SENATOR REP,Total,TONY MONETTI,0
04,01,US SENATOR REP,Total,AUSTIN PETERSEN,1
04,01,US SENATOR REP,Total,JOSH HAWLEY,0
04,02,US SENATOR REP,Polling,TONY MONETTI,0
04,02,US SENATOR REP,Polling,AUSTIN PETERSEN,0
04,02,US SENATOR REP,Polling,JOSH HAWLEY,1
04,02,US SENATOR REP,ABSENTEE,TONY MONETTI,0
04,02,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
04,02,US SENATOR REP,ABSENTEE,JOSH HAWLEY,2
04,02,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
04,02,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
04,02,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
04,02,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
04,02,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
04,02,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
04,02,US SENATOR REP,Total,TONY MONETTI,0
04,02,US SENATOR REP,Total,AUSTIN PETERSEN,0
04,02,US SENATOR REP,Total,JOSH HAWLEY,3
04,03,US SENATOR REP,Polling,TONY MONETTI,0
04,03,US SENATOR REP,Polling,AUSTIN PETERSEN,0
04,03,US SENATOR REP,Polling,JOSH HAWLEY,0
04,03,US SENATOR REP,ABSENTEE,TONY MONETTI,0
04,03,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
04,03,US SENATOR REP,ABSENTEE,JOSH HAWLEY,0
04,03,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
04,03,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
04,03,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
04,03,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
04,03,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
04,03,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
04,03,US SENATOR REP,Total,TONY MONETTI,0
04,03,US SENATOR REP,Total,AUSTIN PETERSEN,0
04,03,US SENATOR REP,Total,JOSH HAWLEY,0
04,04,US SENATOR REP,Polling,TONY MONETTI,1
04,04,US SENATOR REP,Polling,AUSTIN PETERSEN,0
04,04,US SENATOR REP,Polling,JOSH HAWLEY,0
04,04,US SENATOR REP,ABSENTEE,TONY MONETTI,0
04,04,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
04,04,US SENATOR REP,ABSENTEE,JOSH HAWLEY,1
04,04,US SENATOR REP,PROVISIONAL,TONY MONETTI,0
04,04,US SENATOR REP,PROVISIONAL,AUSTIN PETERSEN,0
04,04,US SENATOR REP,PROVISIONAL,JOSH HAWLEY,0
04,04,US SENATOR REP,HOUSE VOTES,TONY MONETTI,0
04,04,US SENATOR REP,HOUSE VOTES,AUSTIN PETERSEN,0
04,04,US SENATOR REP,HOUSE VOTES,JOSH HAWLEY,0
04,04,US SENATOR REP,Total,TONY MONETTI,1
04,04,US SENATOR REP,Total,AUSTIN PETERSEN,0
04,04,US SENATOR REP,Total,JOSH HAWLEY,1
04,05,US SENATOR REP,Polling,TONY MONETTI,0
04,05,US SENATOR REP,Polling,AUSTIN PETERSEN,0
04,05,US SENATOR REP,Polling,JOSH HAWLEY,1
04,05,US SENATOR REP,ABSENTEE,TONY MONETTI,0
04,05,US SENATOR REP,ABSENTEE,AUSTIN PETERSEN,0
